PDX	Mouse	ERCC1FPKM	CancerType	Treatment	Day	TV
GA0114	565	32.4941	GA	Cisplatin	10	544
GA0114	565	32.4941	GA	Cisplatin	14	665
GA0114	565	32.4941	GA	Cisplatin	17	736
GA0114	565	32.4941	GA	Cisplatin	21	807
GA0114	566	32.4941	GA	Cisplatin	0	177
GA0114	566	32.4941	GA	Cisplatin	3	239
GA0114	566	32.4941	GA	Cisplatin	7	506
GA0114	566	32.4941	GA	Cisplatin	10	556
GA0114	566	32.4941	GA	Cisplatin	14	563
GA0114	566	32.4941	GA	Cisplatin	17	664
GA0114	566	32.4941	GA	Cisplatin	21	823
GA0114	567	32.4941	GA	Cisplatin	0	187
GA0114	567	32.4941	GA	Cisplatin	3	294
GA0114	567	32.4941	GA	Cisplatin	7	472
GA0114	567	32.4941	GA	Cisplatin	10	637
GA0114	567	32.4941	GA	Cisplatin	14	666
GA0114	567	32.4941	GA	Cisplatin	17	698
GA0114	567	32.4941	GA	Cisplatin	21	924
GA0114	568	32.4941	GA	Cisplatin	0	202
GA0114	568	32.4941	GA	Cisplatin	3	439
GA0114	568	32.4941	GA	Cisplatin	7	595
GA0114	568	32.4941	GA	Cisplatin	10	664
GA0114	568	32.4941	GA	Cisplatin	14	706
GA0114	568	32.4941	GA	Cisplatin	17	768
GA0114	568	32.4941	GA	Cisplatin	21	931
GA0119	569	18.2422	GA	Cisplatin	0	167
GA0119	569	18.2422	GA	Cisplatin	3	165
GA0119	569	18.2422	GA	Cisplatin	7	210
GA0119	569	18.2422	GA	Cisplatin	10	239
GA0119	569	18.2422	GA	Cisplatin	13	301
GA0119	569	18.2422	GA	Cisplatin	16	296
GA0119	569	18.2422	GA	Cisplatin	20	332
GA0119	570	18.2422	GA	Cisplatin	0	297
GA0119	570	18.2422	GA	Cisplatin	3	369
GA0119	570	18.2422	GA	Cisplatin	7	471
GA0119	570	18.2422	GA	Cisplatin	10	446
GA0119	570	18.2422	GA	Cisplatin	13	498
GA0119	570	18.2422	GA	Cisplatin	16	487
GA0119	570	18.2422	GA	Cisplatin	20	493
GA0119	571	18.2422	GA	Cisplatin	0	115
GA0119	571	18.2422	GA	Cisplatin	3	131
GA0119	571	18.2422	GA	Cisplatin	7	134
GA0119	571	18.2422	GA	Cisplatin	10	153
GA0119	571	18.2422	GA	Cisplatin	13	198
GA0119	571	18.2422	GA	Cisplatin	16	189
GA0119	571	18.2422	GA	Cisplatin	20	214
GA0119	572	18.2422	GA	Cisplatin	0	192
GA0119	572	18.2422	GA	Cisplatin	3	254
GA0119	572	18.2422	GA	Cisplatin	7	331
GA0119	572	18.2422	GA	Cisplatin	10	418
GA0119	572	18.2422	GA	Cisplatin	13	407
GA0119	572	18.2422	GA	Cisplatin	16	474
GA0119	572	18.2422	GA	Cisplatin	20	489
GA0119	573	18.2422	GA	Cisplatin	0	262
GA0119	573	18.2422	GA	Cisplatin	3	450
GA0119	573	18.2422	GA	Cisplatin	7	439
GA0119	573	18.2422	GA	Cisplatin	10	413
GA0119	573	18.2422	GA	Cisplatin	13	511
GA0119	573	18.2422	GA	Cisplatin	16	530
GA0119	573	18.2422	GA	Cisplatin	20	656
GA0119	574	18.2422	GA	Cisplatin	0	257
GA0119	574	18.2422	GA	Cisplatin	3	432
GA0119	574	18.2422	GA	Cisplatin	7	496
GA0119	574	18.2422	GA	Cisplatin	10	491
GA0119	574	18.2422	GA	Cisplatin	13	524
GA0119	574	18.2422	GA	Cisplatin	16	559
GA0119	574	18.2422	GA	Cisplatin	20	609
GA0119	575	18.2422	GA	Cisplatin	0	149
GA0119	575	18.2422	GA	Cisplatin	3	221
GA0119	575	18.2422	GA	Cisplatin	7	259
GA0119	575	18.2422	GA	Cisplatin	10	269
GA0119	575	18.2422	GA	Cisplatin	13	295
GA0119	575	18.2422	GA	Cisplatin	16	279
GA0119	575	18.2422	GA	Cisplatin	20	336
GA0119	576	18.2422	GA	Cisplatin	0	140
GA0119	576	18.2422	GA	Cisplatin	3	192
GA0119	576	18.2422	GA	Cisplatin	7	251
GA0119	576	18.2422	GA	Cisplatin	10	225
GA0119	576	18.2422	GA	Cisplatin	13	274
GA0119	576	18.2422	GA	Cisplatin	16	294
GA0119	576	18.2422	GA	Cisplatin	20	322
GA0138	577	48.1427	GA	Cisplatin	0	121
GA0138	577	48.1427	GA	Cisplatin	3	125
GA0138	577	48.1427	GA	Cisplatin	7	142
GA0138	577	48.1427	GA	Cisplatin	10	184
GA0138	577	48.1427	GA	Cisplatin	13	255
GA0138	577	48.1427	GA	Cisplatin	17	261
GA0138	577	48.1427	GA	Cisplatin	22	253
GA0138	578	48.1427	GA	Cisplatin	0	102
GA0138	578	48.1427	GA	Cisplatin	3	134
GA0138	578	48.1427	GA	Cisplatin	7	156
GA0138	578	48.1427	GA	Cisplatin	10	151
GA0138	578	48.1427	GA	Cisplatin	13	256
GA0138	578	48.1427	GA	Cisplatin	17	245
GA0138	578	48.1427	GA	Cisplatin	22	236
GA0138	579	48.1427	GA	Cisplatin	0	186
GA0138	579	48.1427	GA	Cisplatin	3	152
GA0138	579	48.1427	GA	Cisplatin	7	221
GA0138	579	48.1427	GA	Cisplatin	10	222
GA0138	579	48.1427	GA	Cisplatin	13	241
GA0138	579	48.1427	GA	Cisplatin	17	272
GA0138	579	48.1427	GA	Cisplatin	22	240
GA0138	580	48.1427	GA	Cisplatin	0	80
GA0138	580	48.1427	GA	Cisplatin	3	75
GA0138	580	48.1427	GA	Cisplatin	7	139
GA0138	580	48.1427	GA	Cisplatin	10	135
GA0138	580	48.1427	GA	Cisplatin	13	187
GA0138	580	48.1427	GA	Cisplatin	17	152
GA0138	580	48.1427	GA	Cisplatin	22	142
GA0138	581	48.1427	GA	Cisplatin	0	115
GA0138	581	48.1427	GA	Cisplatin	3	328
GA0138	581	48.1427	GA	Cisplatin	7	468
GA0138	581	48.1427	GA	Cisplatin	10	399
GA0138	581	48.1427	GA	Cisplatin	13	559
GA0138	581	48.1427	GA	Cisplatin	17	651
GA0138	581	48.1427	GA	Cisplatin	22	647
GA0138	582	48.1427	GA	Cisplatin	0	128
GA0138	582	48.1427	GA	Cisplatin	3	164
GA0138	582	48.1427	GA	Cisplatin	7	172
GA0138	582	48.1427	GA	Cisplatin	10	167
GA0138	582	48.1427	GA	Cisplatin	13	224
GA0138	582	48.1427	GA	Cisplatin	17	257
GA0138	582	48.1427	GA	Cisplatin	22	240
GA0138	583	48.1427	GA	Cisplatin	0	97
GA0138	583	48.1427	GA	Cisplatin	3	140
GA0138	583	48.1427	GA	Cisplatin	7	120
GA0138	583	48.1427	GA	Cisplatin	10	156
GA0138	583	48.1427	GA	Cisplatin	13	219
GA0138	583	48.1427	GA	Cisplatin	17	186
GA0138	583	48.1427	GA	Cisplatin	22	185
GA0138	584	48.1427	GA	Cisplatin	0	138
GA0138	584	48.1427	GA	Cisplatin	3	240
GA0138	584	48.1427	GA	Cisplatin	7	260
GA0138	584	48.1427	GA	Cisplatin	10	277
GA0138	584	48.1427	GA	Cisplatin	13	286
GA0138	584	48.1427	GA	Cisplatin	17	282
GA0138	584	48.1427	GA	Cisplatin	22	355
GA0139	585	24.3361	GA	Cisplatin	0	96
GA0139	585	24.3361	GA	Cisplatin	4	94
GA0139	585	24.3361	GA	Cisplatin	7	122
GA0139	585	24.3361	GA	Cisplatin	11	147
GA0139	585	24.3361	GA	Cisplatin	14	154
GA0139	585	24.3361	GA	Cisplatin	18	174
GA0139	585	24.3361	GA	Cisplatin	21	184
GA0139	586	24.3361	GA	Cisplatin	0	113
GA0139	586	24.3361	GA	Cisplatin	4	112
GA0139	586	24.3361	GA	Cisplatin	7	122
GA0139	586	24.3361	GA	Cisplatin	11	193
GA0139	586	24.3361	GA	Cisplatin	14	186
GA0139	586	24.3361	GA	Cisplatin	18	196
GA0139	586	24.3361	GA	Cisplatin	21	196
GA0139	587	24.3361	GA	Cisplatin	0	132
GA0139	587	24.3361	GA	Cisplatin	4	158
GA0139	587	24.3361	GA	Cisplatin	7	211
GA0139	587	24.3361	GA	Cisplatin	11	242
GA0139	587	24.3361	GA	Cisplatin	14	331
GA0139	587	24.3361	GA	Cisplatin	18	320
GA0139	587	24.3361	GA	Cisplatin	21	355
GA0139	588	24.3361	GA	Cisplatin	0	272
GA0139	588	24.3361	GA	Cisplatin	4	319
GA0139	588	24.3361	GA	Cisplatin	7	368
GA0139	588	24.3361	GA	Cisplatin	11	374
GA0139	588	24.3361	GA	Cisplatin	14	559
GA0139	588	24.3361	GA	Cisplatin	18	539
GA0139	588	24.3361	GA	Cisplatin	21	636
GA0139	589	24.3361	GA	Cisplatin	0	204
GA0139	589	24.3361	GA	Cisplatin	4	246
GA0139	589	24.3361	GA	Cisplatin	7	288
GA0139	589	24.3361	GA	Cisplatin	11	307
GA0139	589	24.3361	GA	Cisplatin	14	322
GA0139	589	24.3361	GA	Cisplatin	18	416
GA0139	589	24.3361	GA	Cisplatin	21	432
GA0139	590	24.3361	GA	Cisplatin	0	223
GA0139	590	24.3361	GA	Cisplatin	4	220
GA0139	590	24.3361	GA	Cisplatin	7	298
GA0139	590	24.3361	GA	Cisplatin	11	360
GA0139	590	24.3361	GA	Cisplatin	14	370
GA0139	590	24.3361	GA	Cisplatin	18	372
GA0139	590	24.3361	GA	Cisplatin	21	411
GA0139	591	24.3361	GA	Cisplatin	0	133
GA0139	591	24.3361	GA	Cisplatin	4	126
GA0139	591	24.3361	GA	Cisplatin	7	135
GA0139	591	24.3361	GA	Cisplatin	11	178
GA0139	591	24.3361	GA	Cisplatin	14	206
GA0139	591	24.3361	GA	Cisplatin	18	248
GA0139	591	24.3361	GA	Cisplatin	21	245
GA0139	592	24.3361	GA	Cisplatin	0	199
GA0139	592	24.3361	GA	Cisplatin	4	196
GA0139	592	24.3361	GA	Cisplatin	7	209
GA0139	592	24.3361	GA	Cisplatin	11	249
GA0139	592	24.3361	GA	Cisplatin	14	270
GA0139	592	24.3361	GA	Cisplatin	18	337
GA0139	592	24.3361	GA	Cisplatin	21	332
GA0152	593	35.3745	GA	Cisplatin	0	149
GA0152	593	35.3745	GA	Cisplatin	3	247
GA0152	593	35.3745	GA	Cisplatin	6	261
GA0152	593	35.3745	GA	Cisplatin	10	321
GA0152	593	35.3745	GA	Cisplatin	13	361
GA0152	593	35.3745	GA	Cisplatin	17	494
GA0152	593	35.3745	GA	Cisplatin	20	595
GA0152	594	35.3745	GA	Cisplatin	0	235
GA0152	594	35.3745	GA	Cisplatin	3	357
GA0152	594	35.3745	GA	Cisplatin	6	409
GA0152	594	35.3745	GA	Cisplatin	10	482
GA0152	594	35.3745	GA	Cisplatin	13	634
GA0152	594	35.3745	GA	Cisplatin	17	750
GA0152	594	35.3745	GA	Cisplatin	20	929
GA0152	595	35.3745	GA	Cisplatin	0	97
GA0152	595	35.3745	GA	Cisplatin	3	171
GA0152	595	35.3745	GA	Cisplatin	6	243
GA0152	595	35.3745	GA	Cisplatin	10	340
GA0152	595	35.3745	GA	Cisplatin	13	301
GA0152	595	35.3745	GA	Cisplatin	17	343
GA0152	595	35.3745	GA	Cisplatin	20	502
GA0152	596	35.3745	GA	Cisplatin	0	72
GA0152	596	35.3745	GA	Cisplatin	3	75
GA0152	596	35.3745	GA	Cisplatin	6	124
GA0152	596	35.3745	GA	Cisplatin	10	204
GA0152	596	35.3745	GA	Cisplatin	13	250
GA0152	596	35.3745	GA	Cisplatin	17	245
GA0152	596	35.3745	GA	Cisplatin	20	281
GA0152	597	35.3745	GA	Cisplatin	0	173
GA0152	597	35.3745	GA	Cisplatin	3	188
GA0152	597	35.3745	GA	Cisplatin	6	271
GA0152	597	35.3745	GA	Cisplatin	10	361
GA0152	597	35.3745	GA	Cisplatin	13	565
GA0152	597	35.3745	GA	Cisplatin	17	576
GA0152	597	35.3745	GA	Cisplatin	20	668
GA0152	598	35.3745	GA	Cisplatin	0	160
GA0152	598	35.3745	GA	Cisplatin	3	194
GA0152	598	35.3745	GA	Cisplatin	6	316
GA0152	598	35.3745	GA	Cisplatin	10	315
GA0152	598	35.3745	GA	Cisplatin	13	448
GA0152	598	35.3745	GA	Cisplatin	17	434
GA0152	598	35.3745	GA	Cisplatin	20	608
GA0152	599	35.3745	GA	Cisplatin	0	241
GA0152	599	35.3745	GA	Cisplatin	3	488
GA0152	599	35.3745	GA	Cisplatin	6	578
GA0152	599	35.3745	GA	Cisplatin	10	635
GA0152	599	35.3745	GA	Cisplatin	13	868
GA0152	599	35.3745	GA	Cisplatin	17	973
GA0152	599	35.3745	GA	Cisplatin	20	1097
GA0152	600	35.3745	GA	Cisplatin	0	367
GA0152	600	35.3745	GA	Cisplatin	3	437
GA0152	600	35.3745	GA	Cisplatin	6	695
GA0152	600	35.3745	GA	Cisplatin	10	1070
GA0152	600	35.3745	GA	Cisplatin	13	1113
GA0152	600	35.3745	GA	Cisplatin	17	1140
GA0152	600	35.3745	GA	Cisplatin	20	1318
LU1143	601	38.7872	LU	Cisplatin	0	251
LU1143	601	38.7872	LU	Cisplatin	4	421
LU1143	601	38.7872	LU	Cisplatin	7	421
LU1143	601	38.7872	LU	Cisplatin	11	427
LU1143	601	38.7872	LU	Cisplatin	14	430
LU1143	601	38.7872	LU	Cisplatin	18	472
LU1143	601	38.7872	LU	Cisplatin	21	486
LU1143	602	38.7872	LU	Cisplatin	0	199
LU1143	602	38.7872	LU	Cisplatin	4	199
LU1143	602	38.7872	LU	Cisplatin	7	199
LU1143	602	38.7872	LU	Cisplatin	11	417
LU1143	602	38.7872	LU	Cisplatin	14	469
LU1143	602	38.7872	LU	Cisplatin	18	472
LU1143	602	38.7872	LU	Cisplatin	21	474
LU1143	603	38.7872	LU	Cisplatin	0	120
LU1143	603	38.7872	LU	Cisplatin	4	174
LU1143	603	38.7872	LU	Cisplatin	7	234
LU1143	603	38.7872	LU	Cisplatin	11	329
LU1143	603	38.7872	LU	Cisplatin	14	583
LU1143	603	38.7872	LU	Cisplatin	18	752
LU1143	603	38.7872	LU	Cisplatin	21	779
LU1143	604	38.7872	LU	Cisplatin	0	191
LU1143	604	38.7872	LU	Cisplatin	4	347
LU1143	604	38.7872	LU	Cisplatin	7	350
LU1143	604	38.7872	LU	Cisplatin	11	364
LU1143	604	38.7872	LU	Cisplatin	14	446
LU1143	604	38.7872	LU	Cisplatin	18	519
LU1143	604	38.7872	LU	Cisplatin	21	900
LU1143	605	38.7872	LU	Cisplatin	0	152
LU1143	605	38.7872	LU	Cisplatin	4	273
LU1143	605	38.7872	LU	Cisplatin	7	278
LU1143	605	38.7872	LU	Cisplatin	11	328
LU1143	605	38.7872	LU	Cisplatin	14	434
LU1143	605	38.7872	LU	Cisplatin	18	437
LU1143	605	38.7872	LU	Cisplatin	21	578
LU1143	606	38.7872	LU	Cisplatin	0	111
LU1143	606	38.7872	LU	Cisplatin	4	155
LU1143	606	38.7872	LU	Cisplatin	7	179
LU1143	606	38.7872	LU	Cisplatin	11	232
LU1143	606	38.7872	LU	Cisplatin	14	344
LU1143	606	38.7872	LU	Cisplatin	18	454
LU1143	606	38.7872	LU	Cisplatin	21	467
LU1143	607	38.7872	LU	Cisplatin	0	98
LU1143	607	38.7872	LU	Cisplatin	4	147
LU1143	607	38.7872	LU	Cisplatin	7	152
LU1143	607	38.7872	LU	Cisplatin	11	250
LU1143	607	38.7872	LU	Cisplatin	14	278
LU1143	607	38.7872	LU	Cisplatin	18	372
LU1143	607	38.7872	LU	Cisplatin	21	508
LU1143	608	38.7872	LU	Cisplatin	0	139
LU1143	608	38.7872	LU	Cisplatin	4	236
LU1143	608	38.7872	LU	Cisplatin	7	296
LU1143	608	38.7872	LU	Cisplatin	11	418
LU1143	608	38.7872	LU	Cisplatin	14	765
LU1143	608	38.7872	LU	Cisplatin	18	930
LU1143	608	38.7872	LU	Cisplatin	21	1478
LU1155	609	27.8594	LU	Cisplatin	0	262
LU1155	609	27.8594	LU	Cisplatin	3	415
LU1155	609	27.8594	LU	Cisplatin	7	528
LU1155	609	27.8594	LU	Cisplatin	10	683
LU1155	609	27.8594	LU	Cisplatin	14	882
LU1155	609	27.8594	LU	Cisplatin	17	945
LU1155	609	27.8594	LU	Cisplatin	21	1069
LU1155	610	27.8594	LU	Cisplatin	0	232
LU1155	610	27.8594	LU	Cisplatin	3	335
LU1155	610	27.8594	LU	Cisplatin	7	525
LU1155	610	27.8594	LU	Cisplatin	10	556
LU1155	610	27.8594	LU	Cisplatin	14	734
LU1155	610	27.8594	LU	Cisplatin	17	896
LU1155	610	27.8594	LU	Cisplatin	21	1061
LU1155	611	27.8594	LU	Cisplatin	0	176
LU1155	611	27.8594	LU	Cisplatin	3	285
LU1155	611	27.8594	LU	Cisplatin	7	517
LU1155	611	27.8594	LU	Cisplatin	10	617
LU1155	611	27.8594	LU	Cisplatin	14	812
LU1155	611	27.8594	LU	Cisplatin	17	1081
LU1155	611	27.8594	LU	Cisplatin	21	1179
LU1155	612	27.8594	LU	Cisplatin	0	97
LU1155	612	27.8594	LU	Cisplatin	3	113
LU1155	612	27.8594	LU	Cisplatin	7	211
LU1155	612	27.8594	LU	Cisplatin	10	213
LU1155	612	27.8594	LU	Cisplatin	14	265
LU1155	612	27.8594	LU	Cisplatin	17	289
LU1155	612	27.8594	LU	Cisplatin	21	295
LU1155	613	27.8594	LU	Cisplatin	0	195
LU1155	613	27.8594	LU	Cisplatin	3	400
LU1155	613	27.8594	LU	Cisplatin	7	461
LU1155	613	27.8594	LU	Cisplatin	10	533
LU1155	613	27.8594	LU	Cisplatin	14	798
LU1155	613	27.8594	LU	Cisplatin	17	889
LU1155	613	27.8594	LU	Cisplatin	21	1096
LU1155	614	27.8594	LU	Cisplatin	0	297
LU1155	614	27.8594	LU	Cisplatin	3	595
LU1155	614	27.8594	LU	Cisplatin	7	836
LU1155	614	27.8594	LU	Cisplatin	10	860
LU1155	614	27.8594	LU	Cisplatin	14	812
LU1155	614	27.8594	LU	Cisplatin	17	597
LU1155	614	27.8594	LU	Cisplatin	21	430
LU1155	615	27.8594	LU	Cisplatin	0	228
LU1155	615	27.8594	LU	Cisplatin	3	490
LU1155	615	27.8594	LU	Cisplatin	7	750
LU1155	615	27.8594	LU	Cisplatin	10	974
LU1155	615	27.8594	LU	Cisplatin	14	936
LU1155	615	27.8594	LU	Cisplatin	17	736
LU1155	615	27.8594	LU	Cisplatin	21	538
LU1155	616	27.8594	LU	Cisplatin	0	328
LU1155	616	27.8594	LU	Cisplatin	3	343
LU1155	616	27.8594	LU	Cisplatin	7	654
LU1155	616	27.8594	LU	Cisplatin	10	666
LU1155	616	27.8594	LU	Cisplatin	14	767
LU1155	616	27.8594	LU	Cisplatin	17	792
LU1155	616	27.8594	LU	Cisplatin	21	825
LU1160	617	43.7727	LU	Cisplatin	0	125
LU1160	617	43.7727	LU	Cisplatin	3	217
LU1160	617	43.7727	LU	Cisplatin	7	305
LU1160	617	43.7727	LU	Cisplatin	10	324
LU1160	617	43.7727	LU	Cisplatin	14	476
LU1160	617	43.7727	LU	Cisplatin	17	753
LU1160	617	43.7727	LU	Cisplatin	21	807
LU1160	618	43.7727	LU	Cisplatin	0	192
LU1160	618	43.7727	LU	Cisplatin	3	229
LU1160	618	43.7727	LU	Cisplatin	7	259
LU1160	618	43.7727	LU	Cisplatin	10	427
LU1160	618	43.7727	LU	Cisplatin	14	443
LU1160	618	43.7727	LU	Cisplatin	17	643
LU1160	618	43.7727	LU	Cisplatin	21	755
LU1160	619	43.7727	LU	Cisplatin	0	216
LU1160	619	43.7727	LU	Cisplatin	3	328
LU1160	619	43.7727	LU	Cisplatin	7	395
LU1160	619	43.7727	LU	Cisplatin	10	466
LU1160	619	43.7727	LU	Cisplatin	14	582
LU1160	619	43.7727	LU	Cisplatin	17	715
LU1160	619	43.7727	LU	Cisplatin	21	844
LU1160	620	43.7727	LU	Cisplatin	0	163
LU1160	620	43.7727	LU	Cisplatin	3	226
LU1160	620	43.7727	LU	Cisplatin	7	374
LU1160	620	43.7727	LU	Cisplatin	10	380
LU1160	620	43.7727	LU	Cisplatin	14	453
LU1160	620	43.7727	LU	Cisplatin	17	579
LU1160	620	43.7727	LU	Cisplatin	21	982
LU1160	621	43.7727	LU	Cisplatin	0	245
LU1160	621	43.7727	LU	Cisplatin	3	330
LU1160	621	43.7727	LU	Cisplatin	7	398
LU1160	621	43.7727	LU	Cisplatin	10	440
LU1160	621	43.7727	LU	Cisplatin	14	505
LU1160	621	43.7727	LU	Cisplatin	17	700
LU1160	621	43.7727	LU	Cisplatin	21	973
LU1160	622	43.7727	LU	Cisplatin	0	147
LU1160	622	43.7727	LU	Cisplatin	3	148
LU1160	622	43.7727	LU	Cisplatin	7	157
LU1160	622	43.7727	LU	Cisplatin	10	179
LU1160	622	43.7727	LU	Cisplatin	14	191
LU1160	622	43.7727	LU	Cisplatin	17	192
LU1160	622	43.7727	LU	Cisplatin	21	330
LU1160	623	43.7727	LU	Cisplatin	0	161
LU1160	623	43.7727	LU	Cisplatin	3	201
LU1160	623	43.7727	LU	Cisplatin	7	334
LU1160	623	43.7727	LU	Cisplatin	10	421
LU1160	623	43.7727	LU	Cisplatin	14	518
LU1160	623	43.7727	LU	Cisplatin	17	720
LU1160	623	43.7727	LU	Cisplatin	21	843
LU1160	624	43.7727	LU	Cisplatin	0	133
LU1160	624	43.7727	LU	Cisplatin	3	246
LU1160	624	43.7727	LU	Cisplatin	7	309
LU1160	624	43.7727	LU	Cisplatin	10	497
LU1160	624	43.7727	LU	Cisplatin	14	508
LU1160	624	43.7727	LU	Cisplatin	17	755
LU1160	624	43.7727	LU	Cisplatin	21	1134
LU1204	625	33.4985	LU	Cisplatin	0	224
LU1204	625	33.4985	LU	Cisplatin	3	401
LU1204	625	33.4985	LU	Cisplatin	7	432
LU1204	625	33.4985	LU	Cisplatin	10	607
LU1204	625	33.4985	LU	Cisplatin	14	749
LU1204	625	33.4985	LU	Cisplatin	17	1091
LU1204	625	33.4985	LU	Cisplatin	21	2269
LU1204	626	33.4985	LU	Cisplatin	0	192
LU1204	626	33.4985	LU	Cisplatin	3	294
LU1204	626	33.4985	LU	Cisplatin	7	539
LU1204	626	33.4985	LU	Cisplatin	10	614
LU1204	626	33.4985	LU	Cisplatin	14	663
LU1204	626	33.4985	LU	Cisplatin	17	670
LU1204	626	33.4985	LU	Cisplatin	21	1081
LU1204	627	33.4985	LU	Cisplatin	0	181
LU1204	627	33.4985	LU	Cisplatin	3	320
LU1204	627	33.4985	LU	Cisplatin	7	663
LU1204	627	33.4985	LU	Cisplatin	10	1027
LU1204	627	33.4985	LU	Cisplatin	14	1115
LU1204	627	33.4985	LU	Cisplatin	17	585
LU1204	627	33.4985	LU	Cisplatin	21	758
LU1204	628	33.4985	LU	Cisplatin	0	136
LU1204	628	33.4985	LU	Cisplatin	3	297
LU1204	628	33.4985	LU	Cisplatin	7	395
LU1204	628	33.4985	LU	Cisplatin	10	883
LU1204	628	33.4985	LU	Cisplatin	14	991
LU1204	628	33.4985	LU	Cisplatin	17	856
LU1204	628	33.4985	LU	Cisplatin	21	1028
LU1204	629	33.4985	LU	Cisplatin	0	144
LU1204	629	33.4985	LU	Cisplatin	3	259
LU1204	629	33.4985	LU	Cisplatin	7	411
LU1204	629	33.4985	LU	Cisplatin	10	625
LU1204	629	33.4985	LU	Cisplatin	14	781
LU1204	629	33.4985	LU	Cisplatin	17	1456
LU1204	629	33.4985	LU	Cisplatin	21	2370
LU1204	630	33.4985	LU	Cisplatin	0	173
LU1204	630	33.4985	LU	Cisplatin	3	305
LU1204	630	33.4985	LU	Cisplatin	7	401
LU1204	630	33.4985	LU	Cisplatin	10	645
LU1204	630	33.4985	LU	Cisplatin	14	818
LU1204	630	33.4985	LU	Cisplatin	17	1452
LU1204	630	33.4985	LU	Cisplatin	21	2763
LU1204	631	33.4985	LU	Cisplatin	0	216
LU1204	631	33.4985	LU	Cisplatin	3	303
LU1204	631	33.4985	LU	Cisplatin	7	528
LU1204	631	33.4985	LU	Cisplatin	10	826
LU1204	631	33.4985	LU	Cisplatin	14	1209
LU1204	631	33.4985	LU	Cisplatin	17	1275
LU1204	631	33.4985	LU	Cisplatin	21	1373
LU1204	632	33.4985	LU	Cisplatin	0	152
LU1204	632	33.4985	LU	Cisplatin	3	226
LU1204	632	33.4985	LU	Cisplatin	7	337
LU1204	632	33.4985	LU	Cisplatin	10	700
LU1204	632	33.4985	LU	Cisplatin	14	1250
LU1204	632	33.4985	LU	Cisplatin	17	2192
LU1204	632	33.4985	LU	Cisplatin	21	3237
LU1206	633	35.9605	LU	Cisplatin	0	146
LU1206	633	35.9605	LU	Cisplatin	3	276
LU1206	633	35.9605	LU	Cisplatin	7	333
LU1206	633	35.9605	LU	Cisplatin	10	355
LU1206	633	35.9605	LU	Cisplatin	14	467
LU1206	633	35.9605	LU	Cisplatin	17	577
LU1206	633	35.9605	LU	Cisplatin	21	614
LU1206	634	35.9605	LU	Cisplatin	0	112
LU1206	634	35.9605	LU	Cisplatin	3	237
LU1206	634	35.9605	LU	Cisplatin	7	301
LU1206	634	35.9605	LU	Cisplatin	10	344
LU1206	634	35.9605	LU	Cisplatin	14	353
LU1206	634	35.9605	LU	Cisplatin	17	392
LU1206	634	35.9605	LU	Cisplatin	21	523
LU1206	635	35.9605	LU	Cisplatin	0	264
LU1206	635	35.9605	LU	Cisplatin	3	352
LU1206	635	35.9605	LU	Cisplatin	7	538
LU1206	635	35.9605	LU	Cisplatin	10	898
LU1206	635	35.9605	LU	Cisplatin	14	999
LU1206	635	35.9605	LU	Cisplatin	17	1611
LU1206	635	35.9605	LU	Cisplatin	21	1762
LU1206	636	35.9605	LU	Cisplatin	0	192
LU1206	636	35.9605	LU	Cisplatin	3	268
LU1206	636	35.9605	LU	Cisplatin	7	350
LU1206	636	35.9605	LU	Cisplatin	10	404
LU1206	636	35.9605	LU	Cisplatin	14	458
LU1206	636	35.9605	LU	Cisplatin	17	621
LU1206	636	35.9605	LU	Cisplatin	21	624
LU1206	637	35.9605	LU	Cisplatin	0	106
LU1206	637	35.9605	LU	Cisplatin	3	171
LU1206	637	35.9605	LU	Cisplatin	7	275
LU1206	637	35.9605	LU	Cisplatin	10	262
LU1206	637	35.9605	LU	Cisplatin	14	299
LU1206	637	35.9605	LU	Cisplatin	17	518
LU1206	637	35.9605	LU	Cisplatin	21	644
LU1206	638	35.9605	LU	Cisplatin	0	154
LU1206	638	35.9605	LU	Cisplatin	3	213
LU1206	638	35.9605	LU	Cisplatin	7	243
LU1206	638	35.9605	LU	Cisplatin	10	315
LU1206	638	35.9605	LU	Cisplatin	14	584
LU1206	638	35.9605	LU	Cisplatin	17	657
LU1206	638	35.9605	LU	Cisplatin	21	826
LU1215	639	14.4277	LU	Cisplatin	0	194
LU1215	639	14.4277	LU	Cisplatin	3	232
LU1215	639	14.4277	LU	Cisplatin	7	255
LU1215	639	14.4277	LU	Cisplatin	10	259
LU1215	639	14.4277	LU	Cisplatin	14	233
LU1215	639	14.4277	LU	Cisplatin	17	240
LU1215	639	14.4277	LU	Cisplatin	21	317
LU1215	640	14.4277	LU	Cisplatin	0	129
LU1215	640	14.4277	LU	Cisplatin	3	161
LU1215	640	14.4277	LU	Cisplatin	7	204
LU1215	640	14.4277	LU	Cisplatin	10	216
LU1215	640	14.4277	LU	Cisplatin	14	173
LU1215	640	14.4277	LU	Cisplatin	17	186
LU1215	640	14.4277	LU	Cisplatin	21	198
LU1215	641	14.4277	LU	Cisplatin	0	198
LU1215	641	14.4277	LU	Cisplatin	3	233
LU1215	641	14.4277	LU	Cisplatin	7	275
LU1215	641	14.4277	LU	Cisplatin	10	284
LU1215	641	14.4277	LU	Cisplatin	14	124
LU1215	641	14.4277	LU	Cisplatin	17	133
