PDX	Mouse	ERCC1FPKM	CancerType	Treatment	Day	TV
LU1215	641	14.4277	LU	Cisplatin	21	189
LU1215	642	14.4277	LU	Cisplatin	0	169
LU1215	642	14.4277	LU	Cisplatin	3	316
LU1215	642	14.4277	LU	Cisplatin	7	628
LU1215	642	14.4277	LU	Cisplatin	10	909
LU1215	642	14.4277	LU	Cisplatin	14	1221
LU1215	642	14.4277	LU	Cisplatin	17	1481
LU1215	642	14.4277	LU	Cisplatin	21	2123
LU1215	643	14.4277	LU	Cisplatin	0	134
LU1215	643	14.4277	LU	Cisplatin	3	148
LU1215	643	14.4277	LU	Cisplatin	7	299
LU1215	643	14.4277	LU	Cisplatin	10	388
LU1215	643	14.4277	LU	Cisplatin	14	379
LU1215	643	14.4277	LU	Cisplatin	17	397
LU1215	643	14.4277	LU	Cisplatin	21	417
LU1215	644	14.4277	LU	Cisplatin	0	219
LU1215	644	14.4277	LU	Cisplatin	3	235
LU1215	644	14.4277	LU	Cisplatin	7	358
LU1215	644	14.4277	LU	Cisplatin	10	369
LU1215	644	14.4277	LU	Cisplatin	14	382
LU1215	644	14.4277	LU	Cisplatin	17	442
LU1215	644	14.4277	LU	Cisplatin	21	629
LU1215	645	14.4277	LU	Cisplatin	0	202
LU1215	645	14.4277	LU	Cisplatin	3	272
LU1215	645	14.4277	LU	Cisplatin	7	538
LU1215	645	14.4277	LU	Cisplatin	10	778
LU1215	645	14.4277	LU	Cisplatin	14	808
LU1215	645	14.4277	LU	Cisplatin	17	965
LU1215	645	14.4277	LU	Cisplatin	21	1135
LU1215	646	14.4277	LU	Cisplatin	0	267
LU1215	646	14.4277	LU	Cisplatin	3	271
LU1215	646	14.4277	LU	Cisplatin	7	367
LU1215	646	14.4277	LU	Cisplatin	10	375
LU1215	646	14.4277	LU	Cisplatin	14	322
LU1215	646	14.4277	LU	Cisplatin	17	332
LU1215	646	14.4277	LU	Cisplatin	21	317
LU1271	647	30.8908	LU	Cisplatin	0	230
LU1271	647	30.8908	LU	Cisplatin	4	302
LU1271	647	30.8908	LU	Cisplatin	7	483
LU1271	647	30.8908	LU	Cisplatin	11	542
LU1271	647	30.8908	LU	Cisplatin	14	594
LU1271	647	30.8908	LU	Cisplatin	18	662
LU1271	647	30.8908	LU	Cisplatin	21	832
LU1271	648	30.8908	LU	Cisplatin	0	150
LU1271	648	30.8908	LU	Cisplatin	4	159
LU1271	648	30.8908	LU	Cisplatin	7	165
LU1271	648	30.8908	LU	Cisplatin	11	181
LU1271	648	30.8908	LU	Cisplatin	14	249
LU1271	648	30.8908	LU	Cisplatin	18	285
LU1271	648	30.8908	LU	Cisplatin	21	297
LU1271	649	30.8908	LU	Cisplatin	0	213
LU1271	649	30.8908	LU	Cisplatin	4	280
LU1271	649	30.8908	LU	Cisplatin	7	296
LU1271	649	30.8908	LU	Cisplatin	11	317
LU1271	649	30.8908	LU	Cisplatin	14	352
LU1271	649	30.8908	LU	Cisplatin	18	384
LU1271	649	30.8908	LU	Cisplatin	21	386
LU1271	650	30.8908	LU	Cisplatin	0	193
LU1271	650	30.8908	LU	Cisplatin	4	198
LU1271	650	30.8908	LU	Cisplatin	7	177
LU1271	650	30.8908	LU	Cisplatin	11	224
LU1271	650	30.8908	LU	Cisplatin	14	225
LU1271	650	30.8908	LU	Cisplatin	18	263
LU1271	650	30.8908	LU	Cisplatin	21	271
LU1271	651	30.8908	LU	Cisplatin	0	274
LU1271	651	30.8908	LU	Cisplatin	4	287
LU1271	651	30.8908	LU	Cisplatin	7	287
LU1271	651	30.8908	LU	Cisplatin	11	351
LU1271	651	30.8908	LU	Cisplatin	14	447
LU1271	651	30.8908	LU	Cisplatin	18	460
LU1271	651	30.8908	LU	Cisplatin	21	496
LU1302	652	34.1926	LU	Cisplatin	0	295
LU1302	652	34.1926	LU	Cisplatin	3	295
LU1302	652	34.1926	LU	Cisplatin	7	446
LU1302	652	34.1926	LU	Cisplatin	10	501
LU1302	652	34.1926	LU	Cisplatin	14	638
LU1302	652	34.1926	LU	Cisplatin	17	669
LU1302	652	34.1926	LU	Cisplatin	21	1014
LU1302	653	34.1926	LU	Cisplatin	0	178
LU1302	653	34.1926	LU	Cisplatin	3	257
LU1302	653	34.1926	LU	Cisplatin	7	298
LU1302	653	34.1926	LU	Cisplatin	10	393
LU1302	653	34.1926	LU	Cisplatin	14	513
LU1302	653	34.1926	LU	Cisplatin	17	655
LU1302	653	34.1926	LU	Cisplatin	21	840
LU1302	654	34.1926	LU	Cisplatin	0	197
LU1302	654	34.1926	LU	Cisplatin	3	210
LU1302	654	34.1926	LU	Cisplatin	7	237
LU1302	654	34.1926	LU	Cisplatin	10	311
LU1302	654	34.1926	LU	Cisplatin	14	348
LU1302	654	34.1926	LU	Cisplatin	17	496
LU1302	654	34.1926	LU	Cisplatin	21	533
LU1302	655	34.1926	LU	Cisplatin	0	128
LU1302	655	34.1926	LU	Cisplatin	3	204
LU1302	655	34.1926	LU	Cisplatin	7	212
LU1302	655	34.1926	LU	Cisplatin	10	213
LU1302	655	34.1926	LU	Cisplatin	14	253
LU1302	655	34.1926	LU	Cisplatin	17	393
LU1302	655	34.1926	LU	Cisplatin	21	340
LU1302	656	34.1926	LU	Cisplatin	0	225
LU1302	656	34.1926	LU	Cisplatin	3	227
LU1302	656	34.1926	LU	Cisplatin	7	227
LU1302	656	34.1926	LU	Cisplatin	10	229
LU1302	656	34.1926	LU	Cisplatin	14	219
LU1302	656	34.1926	LU	Cisplatin	17	227
LU1302	656	34.1926	LU	Cisplatin	21	280
